bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count	cov_il	cov_pb	cov_r9	cov_r104	r_abund_il	r_abund_pb	r_abund_r9	r_abund_r104	cluster	unalligned_bp	genome_frac	dup_ratio	Ns_per_100kb	MMs_per_100kb	Indels_per_100kb
r9_bin.0133	2227	1066	2	2	2	20	p__Firmicutes (UID239)	86.14	0	0	1798648	0	13	13	362000	362000	138357	138357	786168	786168	47.4	2.91	86.28	2303	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3907;s__	N/A	N/A	GCA_002391545.1	81.93	0.26	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification defined by topology and ANI	71.73	0.9271920432064699	N/A	CU919470.1.1354 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	1578088	36939	2.340744	N	Bacteria	 Firmicutes	0	0	19.27483	27.52678	35.31917	8.573977	0.382944	0.5064033	0.2759783	0.2266814	101_1	NA	NA	NA	NA	NA	NA
r9_bin.0134	6083	4370	3	3	0	21	k__Bacteria (UID1452)	67.06	0	0	5480513	0	79	79	114921	114921	69373	69373	313226	313226	68.7	1.09	78.88	6846	d__Bacteria;p__Armatimonadota;c__SYMT01;o__JAAZEB01;f__JAAZEB01;g__JAAZEB01;s__JAAZEB01 sp012512505	98.88	0.88	GCA_012512505.1	98.88	0.88	d__Bacteria;p__Armatimonadota;c__SYMT01;o__JAAZEB01;f__JAAZEB01;g__;s__	taxonomic classification defined by topology and ANI	45.66	N/A	N/A	KT167039.1.1386 Bacteria;Armatimonadota;uncultured;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	78334	2211	2.822529	N	Bacteria	 Firmicutes	0	0	2.723943	4.450894	6.074489	1.248233	0.05411814	0.081882	0.04746508	0.03300115	118_1	420154	86.56	1.005	0	747.97	441.66
r9_bin.0135	2390	1292	2	2	2	20	o__Clostridiales (UID1120)	93.71	0.7	0	2375834	0	15	15	1989133	1989133	158388	158388	1989133	1989133	39.9	4.32	90.99	2351	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp012838235	99.9	0.96	GCA_012838235.1	99.9	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__	taxonomic classification defined by topology and ANI	86.24	N/A	N/A	AB175382.1.1453 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;uncultured;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	1514850	1996	0.1317622	N	Bacteria	 Firmicutes	0	0	12.0571	10.11808	32.9784	9.75533	0.2395454	0.1861399	0.2576879	0.2579143	106_1	151771	92.534	1.001	0	31.58	13.09
r9_bin.0136	3769	2069	3	3	2	21	c__Deltaproteobacteria (UID3217)	99.7	1.39	0	3731731	0	57	57	962696	962696	65468	65468	1246359	1246359	51.7	2.27	86.64	3804	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus sp012729435	99.91	0.97	GCA_012729435.1	99.91	0.97	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__	taxonomic classification defined by topology and ANI	83.72	N/A	N/A	KU845305.1.1385 Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus oligotrophicus	r9	2021-10-18	Nanopore R9.4.1	HQ	560324	2635	0.4702636	N	Bacteria	 Proteobacteria	0	0	6.059934	3.899109	13.94073	4.599042	0.1203962	0.07173094	0.1089307	0.1215908	87_1	1142479	99.311	1.003	0	109.21	38.74
r9_bin.0137	2313	1191	2	2	2	20	k__Bacteria (UID2569)	97.13	0	0	2661078	0	3	3	1530112	1530112	887026	887026	1530112	1530112	45.8	1.81	91.94	2302	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402;s__UBA1402 sp002305085	97.51	0.91	GCA_002305085.1	97.51	0.91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402;s__	taxonomic classification defined by topology and ANI	90.93	N/A	N/A	CR933182.2.1358 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;uncultured;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	468828	3983	0.8495653	N	Bacteria	 Bacteroidetes	2	0	6.345834	5.055584	17.71365	5.113611	0.1260763	0.09300633	0.1384116	0.1351952	188_1	90375	95.656	1.003	0	486.51	39.67
r9_bin.0138	3980	2532	2	2	2	20	k__Bacteria (UID2570)	92.08	3.83	66.67	3966840	0	14	14	2647343	2647343	283345	283345	2647343	2647343	49.6	4.78	88.02	4296	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas sp012838585	99.18	0.98	GCA_012838585.1	99.18	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__	taxonomic classification defined by topology and ANI	70.4	N/A	N/A	EF559172.1.1492 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Fermentimonas;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	2335558	22309	0.9551893	N	Bacteria	 Bacteroidetes	0	0	10.90552	8.23128	29.27983	11.31259	0.2166663	0.1514288	0.2287879	0.2990856	166_1	160047	94.065	1.003	0	128.25	65.34
r9_bin.0139	3365	2070	2	1	1	16	c__Clostridia (UID1118)	50.46	2.42	0	2089856	0	100	100	28874	28874	20898	20898	58953	58953	41	2.37	76.7	3825	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__BRH-c25;s__	N/A	N/A	GCA_012519325.1	98.1	0.6	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__BRH-c25;s__	taxonomic classification defined by topology and ANI	28.79	0.9977555482613584	N/A	AB232817.1.1371 Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;Gracilibacter;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	41135	1292	3.140878	N	Bacteria	 Firmicutes	1	0	1.908041	1.891209	4.97844	1.004187	0.03790814	0.03479211	0.03890073	0.02654899	147_1	NA	NA	NA	NA	NA	NA
r9_bin.0140	1957	825	2	2	2	20	p__Firmicutes (UID239)	88.36	0	0	1906634	0	12	12	251187	251187	158886	158886	414267	414267	49.8	0.62	85.87	1897	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp900019985	99.83	0.9	GCA_900019985.1	99.83	0.9	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	85.29	N/A	N/A	CZCB01000884.131.1652 Bacteria;Firmicutes;Incertae Sedis;DTU014;anaerobic digester metagenome	r9	2021-10-18	Nanopore R9.4.1	MQ	1871186	12968	0.6930364	N	Bacteria	 Firmicutes	0	0	32.55007	40.85055	60.01658	15.09483	0.6466909	0.7515174	0.46896	0.3990818	112_1	20597	87.392	1.01	0	145.27	37.12
r9_bin.0141	2980	1413	1	1	1	20	c__Deltaproteobacteria (UID3216)	93.55	3.23	0	3093241	0	10	10	520854	520854	309324	309324	799106	799106	62.9	8.09	86.78	2922	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__UBA2192 sp012728915	99.85	0.99	GCA_012728915.1	99.85	0.99	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__	taxonomic classification defined by topology and ANI	89.24	N/A	N/A	CU925038.1.1379 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	3009126	4299	0.1428654	N	Bacteria	 Proteobacteria	0	0	29.85039	29.90704	58.50934	19.59445	0.5930549	0.5501924	0.4571826	0.5180441	25_1	134950	96.442	1.003	0	12.07	8.78
r9_bin.0142	2957	1890	1	2	2	19	k__Bacteria (UID2569)	85.24	2.55	66.67	2376928	0	39	39	123339	123339	60946	60946	354203	354203	36.5	1.88	83	3141	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__DUOL01;s__DUOL01 sp012838875	98.63	0.95	GCA_012838875.1	98.63	0.95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__;s__	taxonomic classification defined by topology and ANI	71.87	N/A	N/A	EF559158.1.1485 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;M2PB4-65 termite group;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	274072	2819	1.028562	N	Bacteria	 Bacteroidetes	0	0	5.082128	5.278358	14.05144	3.798183	0.1009695	0.09710465	0.1097957	0.1004175	177_1	162992	83.198	1.051	0	635.09	197.24
r9_bin.0143	1042	590	1	1	0	19	k__Bacteria (UID2495)	59.45	1.12	100	837314	0	4	4	678460	678460	209328	209328	678460	678460	42.4	0.44	82.96	1008	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__;s__	N/A	N/A	GCA_002774085.1	76.85	0.16	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	43.99	0.8108803410038748	N/A	GU179974.1.1486 Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;uncultured Microgenomates group bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	441089	4823	1.09343	N	Bacteria	 Thermodesulfobacteria	0	0	10.16006	15.25028	21.14555	3.643151	0.2018558	0.2805556	0.1652279	0.09631871	2_1	9143	96.509	1.028	0	182.55	72.47
r9_bin.0144	2726	1395	2	2	2	20	p__Firmicutes (UID239)	82.03	0	0	1964416	0	13	13	1007965	1007965	151108	151108	1007965	1007965	45.2	0.89	83.95	2794	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3907;s__UBA3907 sp002391545	99.19	0.92	GCA_002391545.1	99.19	0.92	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification defined by topology and ANI	62.66	N/A	N/A	EU878332.1.1524 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	701043	4813	0.6865485	N	Bacteria	 Firmicutes	0	0	8.302468	10.84535	15.49891	3.833125	0.1649499	0.1995193	0.121106	0.1013413	102_1	244545	91.759	1.004	0	321.3	148.39
r9_bin.0145	3469	2312	1	1	1	20	k__Bacteria (UID2982)	73.37	4.05	0	3008925	0	120	120	35873	35873	25074	25074	140076	140076	59.7	2	86.05	3717	d__Bacteria;p__UBA3054;c__UBA3054;o__UBA3054;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__UBA3054;c__UBA3054;o__UBA3054;f__;g__;s__	taxonomic novelty determined using RED	50.92	0.7027086917382211	N/A	JF747854.1.1455 Bacteria;Verrucomicrobiota;Chlamydiae;LD1-PA32;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	17518	141	0.8048864	N	Bacteria	 Proteobacteria	0	0	2.127605	1.087324	5.664965	2.332047	0.04227035	0.02000323	0.04426513	0.06165538	169_1	NA	NA	NA	NA	NA	NA
r9_bin.0146	708	343	1	1	1	19	k__Bacteria (UID203)	78.13	0	0	725491	0	2	2	577172	577172	362745	362745	577172	577172	34	0.27	91.64	668	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__UBA3081 sp012800885	98.64	0.93	GCA_012800885.1	98.64	0.93	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__	taxonomic classification defined by topology and ANI	70.28	N/A	N/A	EU542449.1.1528 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	640226	840	0.1312037	N	Bacteria	 Deferribacteres	0	0	16.0626	24.8063	47.07793	11.27024	0.319125	0.4563554	0.3678594	0.2979659	16_1	14042	83.692	1	0	6.89	1.69
r9_bin.0147	1900	1061	2	2	2	14	p__Firmicutes (UID239)	54.76	0	0	1403916	0	74	74	27230	27230	18971	18971	49257	49257	48.8	1.26	78.7	2180	d__Bacteria;p__Firmicutes_G;c__DTU065;o__DTU065;f__DTU065;g__DTU065;s__DTU065 sp001512545	99.06	0.88	GCA_001512545.1	99.06	0.88	d__Bacteria;p__Firmicutes_G;c__DTU065;o__DTU065;f__DTU065;g__;s__	taxonomic classification defined by topology and ANI	36.35	N/A	N/A	CZCB01006577.40.1556 Bacteria;Firmicutes;Limnochordia;uncultured;anaerobic digester metagenome	r9	2021-10-18	Nanopore R9.4.1	MQ	16107	63	0.3911343	N	Bacteria	 Firmicutes	0	0	1.889831	1.558469	4.869907	1.197534	0.03754636	0.02867077	0.03805267	0.03166075	134_1	NA	NA	NA	NA	NA	NA
r9_bin.0148	2552	1208	4	4	4	20	p__Firmicutes (UID241)	93.78	0.85	0	2324036	0	7	7	579149	579149	332005	332005	796420	796420	55.1	0.87	82.42	2591	d__Bacteria;p__SLNR01;c__SLNR01;o__SLNR01;f__;g__;s__	N/A	N/A	GCA_007132905.1	76.44	0.01	d__Bacteria;p__;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	81.34	0.5934394187479238	N/A	EU421875.1.1226 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	486118	1839	0.3783032	N	Bacteria	 Firmicutes	0	0	6.937492	7.921251	13.50635	3.56475	0.1378311	0.1457253	0.1055364	0.09424593	109_1	NA	NA	NA	NA	NA	NA
r9_bin.0149	1994	1039	0	0	0	14	c__Clostridia (UID1085)	37.59	0.54	0	1290268	0	55	55	31316	31316	23459	23459	68428	68428	45.3	1.82	76.8	2287	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	N/A	N/A	GCA_003444615.1	97.45	0.58	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	25.83	0.9977248604031816	N/A	NA	r9	2021-10-18	Nanopore R9.4.1	LQ	9061	175	1.931354	N	Bacteria	 Firmicutes	0	0	1.751677	2.049837	4.351809	0.5163266	0.03480158	0.03771034	0.03400434	0.0136508	NA	NA	NA	NA	NA	NA	NA
r9_bin.0150	3027	1853	2	2	2	20	o__Clostridiales (UID1212)	73	1.34	0	2494106	0	57	57	65400	65400	43756	43756	246609	246609	52.8	2.07	80.5	3264	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU078;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU078;s__	ANI	59.18	0.940081336100828	N/A	JX576001.1.1373 Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured Clostridia bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	52459	684	1.303875	N	Bacteria	 Firmicutes	0	0	3.219761	2.578998	6.842599	2.234014	0.06396884	0.04744519	0.05346698	0.05906352	133_1	NA	NA	NA	NA	NA	NA
r9_bin.0151	1773	859	2	2	1	14	o__Clostridiales (UID1120)	59.35	0.72	0	1186702	0	26	26	68339	68339	45642	45642	178105	178105	38.8	2.68	78.09	1945	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Garciellaceae;g__;s__	N/A	N/A	GCA_012838085.1	77.73	0.09	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Garciellaceae;g__;s__	taxonomic classification defined by topology and ANI	38.89	0.8133095623437153	N/A	JF417953.1.1492 Bacteria;Firmicutes;Clostridia;Eubacteriales;Garciellaceae;Irregularibacter;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	15237	272	1.785128	N	Bacteria	 Firmicutes	0	0	2.367656	2.899608	5.964063	1.642846	0.04703958	0.05334337	0.04660223	0.04343407	123_1	NA	NA	NA	NA	NA	NA
r9_bin.0152	1718	811	2	2	2	20	p__Bacteroidetes (UID2605)	93.71	0.95	0	1914112	0	7	7	991805	991805	273444	273444	991805	991805	45.7	4.48	94.13	1692	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	N/A	N/A	GCA_012839605.1	81.4	0.79	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	taxonomic classification defined by topology and ANI	94.36	0.9873919175851849	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	EF559196.1.1483 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;uncultured;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	1905386	881	0.04623735	N	Bacteria	 Bacteroidetes	0	0	96.43465	124.1794	207.4086	54.02512	1.915923	2.284497	1.620658	1.428332	185_1	56629	95.765	1.001	0	9.43	4.2
r9_bin.0153	1853	894	1	1	1	20	o__Clostridiales (UID1212)	82.55	0	0	1838936	0	9	9	513534	513534	204326	204326	521602	521602	44.8	2.49	88.38	1832	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__	N/A	N/A	GCA_012513005.1	77.1	0.05	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__	taxonomic classification defined by topology and ANI	84.16	0.9487846339309934	N/A	JX528164.1.1426 Bacteria;Firmicutes;Clostridia;Oscillospirales;uncultured;uncultured Ruminococcaceae bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	494384	1657	0.3351646	N	Bacteria	 Firmicutes	1	0	7.617085	8.579185	17.46568	5.025479	0.151333	0.1578291	0.136474	0.1328651	105_1	64909	85.459	1.001	0	44.74	18.11
r9_bin.0154	2824	1296	4	3	3	21	o__Clostridiales (UID1125)	99.39	2.15	66.67	2856656	0	48	48	284456	284456	59513	59513	627992	627992	34.9	3.73	83.39	2716	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	taxonomic classification fully defined by topology	90.19	0.8087879099806274	N/A	GQ135120.1.1387 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;W5053;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	1232641	9131	0.7407672	N	Bacteria	 Firmicutes	1	0	9.372148	12.43398	21.19979	6.369688	0.1862018	0.2287448	0.1656517	0.1684037	93_1	NA	NA	NA	NA	NA	NA
r9_bin.0155	1776	876	1	1	1	21	k__Bacteria (UID1452)	98.18	1.82	0	1930101	0	3	3	1646384	1646384	643367	643367	1646384	1646384	47.1	0.57	90.32	1734	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012839565	96.51	0.89	GCA_012839565.1	96.51	0.89	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	90.53	N/A	N/A	JX542548.1.1459 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	1742954	19513	1.119536	N	Bacteria	 Chloroflexi	0	0	17.80469	15.46308	40.62353	13.49884	0.3537361	0.2844704	0.3174257	0.3568864	180_1	81602	95.618	1	0	106.38	20.51
r9_bin.0156	1065	620	1	1	1	20	k__Bacteria (UID1452)	52.86	0.33	0	731285	0	8	8	161162	161162	91410	91410	205409	205409	30.9	1.07	79.62	1072	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__GCA-002840305;s__	N/A	N/A	GCA_002840305.1	76.92	0.13	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__;s__	taxonomic classification defined by topology and ANI	46.54	0.8934873247078343	N/A	AJ853615.1.1557 Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	4662	1	0.02145002	N	Bacteria	 Proteobacteria	0	0	2.211167	5.305988	5.97822	1.738899	0.04393052	0.09761295	0.04671286	0.04597354	5_1	17792	92.715	1.009	0	318.74	281.95
r9_bin.0157	2614	1293	2	2	2	20	p__Firmicutes (UID239)	89.27	1.49	100	2499146	0	16	16	218614	218614	156196	156196	901906	901906	48.3	0.82	85.63	2627	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic novelty determined using RED	83.92	0.8827924644179816	N/A	KC333936.1.1493 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	2315808	11942	0.5156731	N	Bacteria	 Firmicutes	0	0	24.27162	29.89141	43.01319	9.300159	0.4822182	0.5499049	0.3360982	0.2458804	99_1	367245	90.418	1.019	0	110.08	48.21
r9_bin.0158	6016	4973	1	0	1	15	k__Bacteria (UID2565)	30.45	3.79	0	4001009	0	470	470	11830	11830	8512	8512	47831	47831	37.2	2.01	70.18	7600	d__Bacteria;p__Planctomycetota;c__J132;o__SRT547;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__J132;o__;f__;g__;s__	taxonomic novelty determined using RED	17.79	0.6131102498081061	N/A	GQ135365.1.1397 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	LQ	50888	1150	2.259865	N	Bacteria	 Bacteroidetes	0	0	1.438338	0.8333852	4.720628	0.9979028	0.02857629	0.01533158	0.03688623	0.02638285	NA	NA	NA	NA	NA	NA	NA
r9_bin.0159	6063	3662	1	1	1	20	k__Bacteria (UID3187)	96.44	0	0	6124953	0	67	67	157258	157258	91417	91417	333544	333544	65.8	1.55	87.47	6258	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	taxonomic classification fully defined by topology	77.05	0.8461754364857462	N/A	KF550883.1.1426 Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	HQ	221324	4814	2.175092	N	Bacteria	 Acidobacteria	0	0	3.624729	3.669425	9.361135	3.396728	0.07201456	0.0675055	0.0731464	0.08980372	53_1	1828080	93.691	1.009	0	777.67	146.27
r9_bin.0160	4179	2169	1	1	1	21	c__Deltaproteobacteria (UID3216)	96.61	8.06	5.26	4443897	0	34	34	1317149	1317149	130702	130702	1443296	1443296	56.7	9.19	86.62	4134	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp002316295	99.08	0.96	GCA_002316295.1	99.08	0.96	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	84.75	N/A	N/A	CU918113.1.1382 Bacteria;SAR324 clade(Marine group B);uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	4286527	18805	0.4387001	N	Bacteria	 Proteobacteria	1	0	66.53655	65.41846	136.417	40.6532	1.32192	1.203487	1.06594	1.074802	49_1	863370	87.732	1.005	0	31.46	19.42
r9_bin.0161	1098	673	1	1	1	20	k__Bacteria (UID203)	75.2	1.72	100	937461	0	13	13	598302	598302	72112	72112	598302	598302	33.7	2.43	89.8	1061	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	N/A	N/A	GCA_012513575.1	78.69	0.34	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	taxonomic classification defined by topology and ANI	63.31	0.9403152252861847	N/A	GU112185.1.1514 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	r9	2021-10-18	Nanopore R9.4.1	MQ	407263	7355	1.805958	N	Bacteria	 Firmicutes	0	0	9.113853	14.57949	23.72669	6.225637	0.1810702	0.2682153	0.1853966	0.1645953	15_1	243975	94.191	1.006	0	667.84	95.01
r9_bin.0162	2818	1412	0	1	1	15	o__Clostridiales (UID1120)	93.47	1.4	100	2517150	0	27	27	145003	145003	93227	93227	405201	405201	34.8	1.16	86.57	2792	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp003483345	97.15	0.66	GCA_003483345.1	97.15	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	81.02	N/A	N/A	NA	r9	2021-10-18	Nanopore R9.4.1	MQ	1524196	33459	2.19519	N	Bacteria	 Firmicutes	0	0	11.72258	20.06122	26.59758	6.853344	0.2328993	0.3690613	0.2078292	0.1811908	77_1	306179	80.856	1.055	0	656.08	74.38
